review,label
we love to go to this place when we are in visiting the in-laws .,1
ours was n't plain and simple .,0
there were _num_ of us and they brought out three .,0
"and , no , i 'm not making this up .",0
all that money spent elsewhere because of one power trip .,0
he gave them a quick polish and took $ _num_ off the price .,0
"great for any crowd , any occasion , any age !",1
"needless to say , we wo n't be going back for quite some time !",0
all have been delicious .,1
i am positive this bakery used to be better ... something has changed there .,0
"sorry allison b , ai n't no butter here .",0
"to which my response would have been , `` oh i 'm so sorry .",0
variety is the spice of life !,1
so check out the menu online to make sure you find something you like .,1
i 've tried a lot of pizza places and this is so bad .,0
"the place felt clean , up-to-date , and comfortable .",1
maybe those light fixtures would have tasted better than the lasagna ?,0
the food was delicious !,1
"all working hard , but covering too many tables .",0
crispy crust and delicious .,1
as others have said you never know what kind of service you will get .,0
i could n't even pick them up .,0
the onion volcano and zucchini boat are great but give us more !,1
"the food was tasteless , place looked dirty , and rude waitress .",0
i would caution against this rental company .,0
"the grocery has the best tortillas , tamales , and salsa in town .",1
so i guess if you want an authentic pittsburgh experience then go here .,0
should be _num_ minutes '' .,0
this is the best pittsburgh has to offer in authentic vietnamese .,1
the eggplant was soggy and not great .,0
"this crust , while thin , did not have flavor and was hard .",0
there is nothing chinese about the food !,0
my boyfriend got a steak quesadilla which was amazing !,1
they are amazing .,1
great after game stop on a sunday afternoon .,1
it 's worth the walk from anywhere in downtown .,1
the food and atmosphere is worth the wait .,1
i walked in and was ignored .,0
great service tops everything else .,1
shockingly bad .,0
recommend the summer salad and the ahi tuna - both were great .,1
awesome !,1
not a good way to sell the city ... horrible !,0
"we were both craving seafood , and had never been here before .",0
avis customer service says we have to wait _num_ hours .,0
the karaoke had a very limited selection .,0
"good food , but i wo n't be in a hurry to go back .",0
"the food : a lot of interesting flavors , big portions , fresh ingredients .",1
you definitely will be happy you did .,1
karen cut my hair and she was great .,1
i would also add easy parking and table by the window is nice .,1
if _num_ stars were possible i 'd give em .,0
my favorite place to get my hair done in the burgh period !,1
it was probably the best burrito i 've ever had at a mad mex .,1
i had a great time and got food quickly .,1
always great to sit outside as well .,1
i thought what i got was very good ... oatmeal cookie sandwich .,1
never again will i take my dog there .,0
they do so many things right there especially taking care of the customers .,1
gross .,0
but my date returned and relaxed with a glass of wine as we chatted .,0
did n't get any refills .,0
best breakfast i 've ever had .,1
"nevertheless , this place in the westin hotel is no different .",0
we are definitely going back !,1
my sister says the arrangements have been lovely and lasting .,1
the real sandwich king of pittsburgh .,1
five minutes later the $ _num_ easter special came out .,0
the sea bass had nice texture and was reasonably priced .,1
i talked to him for _num_ minutes and he was polite and friendly .,0
service is incredibly slow .,0
water temp on the chair got too cold too fast .,0
we come here a lot and are usually quite happy .,1
yes this is also a con because i threw it away .,0
do n't get them unless you are looking to eat boxed potatoes .,0
"ordered two personal size pizzas , spicy fries , fried zucchini & onion rings .",0
check !,1
his poor management skills and rude behavior ruined our holiday .,0
"no , we did not order any super fancy dishes .",0
"it 's also a very nice , well kept hotel .",1
first time i really took a moment to look for some stuff .,1
she told me it would be awhile .,0
the place had a great location but otherwise it 's a waste .,0
"overall : great and tasty and pretty , and suited our needs .",1
rude .,0
this was not nearly as good .,0
"no hi , no thank you , no have a nice day .",0
great bar .,1
"the wrapping is crisp and light , and the filling is delicious .",1
all the food is delicious though .,1
these women are old middle aged miserable employees with no passion for their jobs .,0
the pastries are really tasty as well but pricier .,1
"overall , it was fine .",1
very classy and swanky .,1
"never again , they are off my list .",0
this is one of my favorite bars in pittsburgh .,1
this place is cash only so make sure you bring it .,1
"well , folks you are missing out .",1
turns out they do n't have soup .,0
"the pork fried rice was actually pork burnt rice , nasty ( _num_ ) .",0
this was one of the most disappointing food experiences i 've had in pittsburgh .,0
"pino then literally threw our menu 's at us , and walked away .",0
"mortified by this , my wife and i quickly finished and left .",0
`` dumpy '' is a good word for the real waiting area .,1
"great pizza , and the calzones are huge .",1
everyone was blown away by how fantastic it all tasted .,1
- mushroom pasta : again quite rich and salty .,0
i get what i need and am very pleased with my styles .,1
"thanks , folks !",1
everyone commented on our wedding food being the best they have ever had .,1
super nice guys .,1
their facility is well run and professionally staffed .,1
awesome beer selection as well .,1
and then there was another lady that was complaining about their service too .,0
"his office is modern , friendly , and convenient .",1
for starters we were served ice cold meatballs and limp soggy salads .,0
if you like pecan rolls they are divine .,1
a must for lunch !,1
great authentic tacos and great prices .,1
"and the peanut butter is wonderful , too !",1
this place works for me .,1
rock bottom is definitely a solid bar .,1
the whole experience can be both amusing and depressing at the same time .,0
see pics of giant balls of noodles that tasted like the burnt curry .,0
_num_ stars for plate glass window people watching !,0
really turns me off .,0
the produce section and deli were great .,1
very cold to watch a game in even buy usual local rink standards .,0
"love , love , loved their onion rings .",1
"when it arrived , i was impressed .",1
i would n't call this place authentic korean bbq .,0
the food was wonderful .,1
i only gave them _num_ stars because the pizza itself was pretty good .,0
the apple oatmeal pancakes were delicious and perfectly prepared .,1
fabulous food and wine selections .,1
that 's where you 'll find the best deals .,1
"but sadly , i do n't see you at all in my future .",0
_num_ stars outta the park !,1
they were all delicious but the cinnamon sugar was hands down amazing and yummy .,1
"if you are looking for a dentist , i highly recommend checking them out !",1
it 's loud as hell !,0
"inexpensive , friendly , and knowledgeable .",1
the service was bad and unfortunately the haircut was even worse .,0
do no stay here if you plan to sleep before 2:30 am .,0
very diverse location with good music for the most part .,1
you can definitely get better vietnamese elsewhere in the city .,0
honesty anything you try you 'll be sure to love .,1
"delicious , them all .",1
"firm , not too greasy , and the sauce is really well balanced .",1
people make fun of me .,1
none of our food was good .,0
oh so good and huge !,1
this is my second visit and both trips have been great .,1
the food itself was not too bad .,0
i enjoyed myself !,1
as an italian i can say this place is authentic .,1
"one week later i call , not ready .",0
what we got at long last was so disappointing .,0
from the appetizer to the meal itself everything was great .,1
steak sandwich and salad was very good .,1
enjoy !,1
it 's a terrific ice cream shop with a wonderful neighborhood feel about it .,1
"however , lots of seats since the place was empty .",0
so instead of the rice i ordered a baked potato .,0
"on a tuesday night , there was a long wait .",0
i also was surprised at how quickly the order was delivered .,1
you ca n't screw up pasta -- it would be very hard .,0
i will not get anything from there again .,0
lots of pittsburgh `` vibe '' !,1
for all the hype this was very disappointing .,0
it 'll never dry !,0
it 's sad to me that someone would open a coffee shop like this .,0
great food had a assortment .,1
prices are reasonable and the decor is inviting .,1
the wait staff -- not too pleasant !,0
"after an hour of waiting , i called to check on our order .",0
every thing about this place is wrong .,0
"slow , rude , unhelpful , and completely clueless .",0
going to a steelers game is an absolutely electric event .,1
a gentleman yelled at us saying two seats at the bar .,1
my bf got the steak with battered shrimp .,0
avoid this tourist trap !,0
they have a pretty diverse and interesting menu .,1
"the bread , sourdough , is brought out fresh and hot .",1
"this was a friday , and he said he 'd call back on monday .",0
i do n't really take kindly to people speaking so rudely to my mother .,0
the fries on the sandwich added no additional flavor .,0
in town for trade show .,1
do n't do it !,0
see you soon !,1
"peel and eat shrimp were dry and tough , not fresh .",0
why were n't their any ice in the glass ?,0
the next morning we tried to leave and it was nearly impossible .,0
i love this place .,1
it was like getting a shitty breakfast in a local sub dive bar .,0
i enjoyed it .,1
it 's worth the wait .,1
the outside breading was hard as a rock and had no taste .,0
highly recommended !,1
best deli in the city and one of the best sandwich shops as well .,1
"priceline , _num_ bucks .",1
never going back again and i would advise against master muffler to all others .,0
the service was slow and lukewarm .,0
great little find in pittsburgh !,1
it just left a bad taste in my mouth .,0
great service .,1
very nice if what you want is basic .,1
"overpriced beer and overpriced , bad food .",0
"beautiful family , beautiful service , wonderful food ( and wine ) .",1
everything else was sub-par .,0
we were ignored until i grabbed a table in the back .,0
staff is super friendly and make ordering easy .,1
would definitely recommend this place to anyone who wants a real home cooked meal .,1
staff is always friendly and helpful .,1
and the wait staff were awesome .,0
it was not enjoyable .,0
some pricey but so worth the splurge .,1
so bland .,0
the food is so great it 's hard to care about anything else .,1
the selection is fabulous and the portions are generous .,1
the food and service certainly made up for it though !,1
i did not finish my meal and got up and paid and left .,0
very good !,1
always support local business !,1
gorgeous detail in the construction .,1
otherwise great place .,1
i spoiled myself with such great food and such great quantity .,1
not a ton of flavor there either .,0
"actually , everything i ate was mushy .",0
absolutely the worst care in all my experience with vets !,0
i have been here a couple of times and it does n't change .,0
she is always extremely well groomed when they are done .,1
"the best fries in town , and dogs that will blow your mind .",1
"it was sad , really .",0
i will definitely be back .,1
one of the best donut places is the area .,1
one of my favorite restaurants in pittsburgh .,1
last week my husband and i visited pittsburgh for a rock concert .,0
they offer an amazing sunday jazz brunch .,1
more frustrating than conversations with the wall .,0
what i got was dry and totally tasteless .,0
we waited almost _num_ minutes for water glasses to be brought to the table .,0
andrea is an excellent hygienist .,1
"the decor is nothing to write home about , but the food is great .",1
why would i spend hundreds of dollars on more suits ?,0
"the last time i visited i had an americano , which was delightful .",1
best grilled salmon salad in the burgh !,1
"the chicken fajita was over cooked , dry , and charred .",0
delicious and authentic indian food in a welcoming atmosphere .,1
all in all this pizza just sucks .,0
i was highly impressed with their prices and selection .,1
i have never been treated so rudely in my entire life .,0
rude !,0
6am is too early for her .,0
my favorite mexican restaurant .,1
r & bs is very consistent with their food .,1
very good !,1
"kid friendly too , if that 's important to you .",1
"friendly , fast , good food .",1
good service and great ice cream .,1
check it out !,1
the front waiting area was in mass confusion .,0
the bathrooms were atrocious .,0
highly recommended .,1
pizza is decent here too .,1
"my boyfriend 's dinner was a real disappointment , however .",0
it takes decades of good food and good vibes .,1
it was very awkward considering it was a first date .,0
super fast work and done right .,1
they make a good salsa verde as well .,1
that is $ _num_ month from august to march .,0
i was rushed out and my polish was n't even hard yet .,0
"everyone agreed that the spice levels were accurate , and thoroughly enjoyed their meals .",1
the owner was sitting right there and did n't do anything or say anything .,0
"our server was nice , but not attentive at all .",0
about _num_ unique beers on tap .,1
consistent octane rating .,1
pity .,0
i only went here because i had a groupon .,0
the staff here are consistently all friendly and courteous .,1
this place needs to be closed - stay away !,0
my salad had a rotten tomato and a hair ( not mine ) .,0
stopped by sunday morning .,0
love ya even more now !,1
highly recommend .,1
and they gave us some disgusting mustard sauce to dip it in . ),0
best .,1
"the food was all delicious , especially the rigatoni !",1
waited _num_ mins for _num_ sandwiches .,0
"per usual , westin does a solid job .",1
absolutely amazing and beautiful venue .,1
it was not crowded and we were seated and served promptly .,0
the half order of ribs looked like a full rack .,0
the onion parmesan soup is amazing .,1
they do n't c are .,0
i just passed six tables empty and clean .,0
the used selection is curated well and very affordable .,1
absolutely delicious .,1
seriously how to you mess up a simple oil change appt in multiple ways .,0
bland and soggy as we 've ever tasted .,0
the management is horrible and never understanding .,0
the terrible cheese taste from an hour and a half ago ?,0
they did n't even reschedule my appointment with another stylist when she did .,0
nice and clean .,1
"i wo n't be ordering from ron 's again , despite the inexpensive menu .",0
the food is awesome .,1
i 've been here a few times and have always been disappointed .,0
the staff are friendly enough and the service is fast .,1
love this place so much !,1
"literally the best doughnuts , ever .",1
i would n't wish this place on my own worst enemy .,0
you wo n't find me at an olive garden back in new jersey !,0
_num_ woman in the store were very helpful and knowledgable .,0
but this place is downright disgusting .,0
lot _num_ is ultimately a forgettable lunch destination .,0
"personally , i do n't see what is so special about it .",0
"decor is very pretty , open and not overbearing .",1
i took my wife 's car in for new tires on good friday .,1
took _num_ minutes before someone came to take our drink order .,0
i keep forgetting how not good this location is .,0
the penne ala vodka was sauteed canned tomatoes and no flavor .,0
i discovered this gem through groupon and i was truly blown away .,1
ca n't understand the big secret about that one .,0
pricey and does n't live up to it at all .,0
i 'm so glad my friend recommended it .,1
it was seasoned perfectly .,1
so great !,1
i 've definitely found my new favorite place !,1
even the day front desk person was short with us and rude .,0
very professional .,1
this restaurant is going downhill .,0
"we originally sat upstairs , which was open per the sign .",0
"the bathroom smells , the menus seem filthy , but i like the food !",0
why on earth did i go back to this restaurant ?,0
it just adds to the authenticity of the place !,1
best baked goods in the area !,1
the other day someone asked me ... where 's your favourite vietnamese food ?,0
not like the delicious aroma of fresh brewed coffee .,0
there 're not much options on the menu .,0
turns out this was n't the case .,0
"overall , i would n't go back .",0
excellent service and food at an affordable price .,1
this was my first experience at lidia 's and it was amazing .,1
lidia 's is my favorite cook .,1
awesome !,1
i will definitely go back to dolly again !,1
one of the best cups of coffee in pgh .,1
they 're banking on this lack of competition .,0
simply awful !,0
very kind and knowledgeable .,1
tried the fish ( cod ) sandwich that was fresh and high quality .,1
super friendly and accommodating service .,1
our server was pleasant and very friendly .,1
my recommendation is a breakfast sandwich on a bagel and a coffee .,1
the same _num_ pack cost _num_ back in my hometown .,0
it was annoying fighting the crowds to look at the certain cars .,0
"our waitress was friendly , attentive and quick to refill drinks .",1
"well my 2nd time and for a chinese buffet , this place is fantastic .",1
i love this place !,1
"they have such a variety of beers , that there is something for everyone !",1
another disappointment .,0
"well , you 've found the money ball .",1
"great atmosphere for working , studying or a meeting .",1
i do n't see why people really like this place .,0
great selection of fresh seafood - i had the salmon and it was delicious .,1
the wait staff is always top notch and food is very good .,1
"there 's no smoking inside , of course , but it always happened .",0
best in pittsburgh hands down .,1
"the `` lobster '' was sparse , tough , and flavorless .",0
"i had the filet for dinner , and it was cooked perfectly .",1
i would recommend this place to my friends .,1
love the potato pancakes .,1
he was very professional and played songs to which everyone could relate .,1
it was n't overly crowded which made it easy to get drinks .,0
pizza is truly one of the best in the city .,1
great place to take people you bring in from out of town .,1
paired with a double cheese grilled cheese and you got a winner .,1
avoid at all costs .,0
this place is trashy .,0
great independently owned pet store .,1
anybody that is not would be totally screwed by these people .,0
"everything was super tasty , good quality ingredients , piping hot .",1
i would recommend this place to anyone searching for a tailor in pittsburgh .,1
kicks .,1
i can sum it up in one word yum !,1
i was disappointed .,0
the onions were huge chunks and the mushrooms were straight from a can .,0
everything comes at a timely manner and all the food is fairly priced .,1
"the best part , tho , is the vast improvement in draft beer selection .",1
$ _num_ for gnocchi ?,0
i was instantly a fan and went there all the time ever since .,1
this place is great !,1
needless to say i was extremely disappointed .,0
it is a simple place and it 's not flashy by any means .,1
best subs ever .,1
confused ?,0
too pricey for the quality .,0
my food was plain and boring .,0
the best hot dog i 've had in a while .,1
it is a great place to find wonderful gifts for all occasions .,1
ugh if i could give this place _num_ stars i would .,0
i got a lemonade and a crab cake .,1
what a beautiful presentation and taste .,1
everything ready in _num_ seconds because it sat under a heat lamp .,0
i was happy to accept his offer and the actual appointment went very well .,1
great time and we ca n't wait to come back for another show .,1
worst applebee 's experience i 've had .,0
"after waiting for 5-10 minutes , she went back to the sales person .",0
not pleased with all the hidden costs behind my hair color service .,0
i do n't care how many awards they have hanging on they wall .,0
also did n't seem very nice .,0
i love d 's !,1
definitely worth the stop .,1
would easily recommend to anyone looking for a great steak house downtown .,1
maybe it is really just me who prefer cold sodas .,0
"based on this experience , i would most definitely not recommend this to others .",0
"great music , fun crowd , pretty decent prices on drinks .",1
completely worthless wifi .,0
i was very pleased with the dessert as the chocolate cake was very good .,1
"the flavors were rich , interesting and delicious .",1
and the garlic wings did n't taste like garlic .,0
never shop at this asian grocery since many more open .,0
"the staff is really nice , no attitudes .",1
waited about another _num_ minutes after we finished our food to receive our check .,0
just do n't take your dry cleaning here .,0
this was an amazing brunch place !,1
i had small cheese steak sub - asking only for mayo and lettuce .,0
my reuben tasted like eating a salt stick .,0
the fresh pasta trio is amazing .,1
i bought homemade flour tortillas and made fajitas with which to enjoy them .,1
"ok , but they do not go out of their way to help !",0
tables were dirty .,0
delicious and lots of fun .,1
she admitted it was she who answered yet refused to accommodate her mistake .,0
the delivery was super fast .,1
not even the potato pancakes tasted good .,0
did n't see a manager until after 10:30 pm .,0
great great guy .,1
this is a must on our visits to the burgh .,1
the staff really makes this bar for me .,1
we 'd probably never go back .,0
our food tasted frozen and overcooked .,0
"not to mention , our order was wrong !",0
i love this place .,1
i threw the whole meal in the garbage .,0
"cakes , bread , you name it ... it 's all good .",1
the coffee at this place was brewed to perfection which a appreciate .,0
"overall , it was a mediocre experience with forgettable food .",0
"well , my update has half of my original rating .",0
"they charge like $ _num_ for this , which is a complete ripoff .",0
"i think we waited about _num_ mins , which was n't bad .",0
awesome fun place !,1
"- ambiance is nice , upscale , not too loud .",0
loved their food !,1
i rarely leave here without a few amazing finds !,1
and they did a great job with my dress !,1
_num_ star average ?,0
"this place has mouth watering steaks , unbelievable wine choices and impeccable service .",1
one of my favorite pho places in the burgh !,1
"i said no , not yet which was probably a mistake .",0
i love going here on a whim .,1
thought it was worth a review .,1
it was ok but not something i would order again .,0
charming store with high quality items .,1
wrong .,0
the food was tasty and the chef was funny and interesting .,1
we had great wine and delicious meals .,1
"the service is quirky , but i find it charming .",1
good pizza and hoagies .,1
wrong !,0
regular crust is good as well if you want something a little bit thicker .,1
service was friendly and accommodating .,1
my sister loves the raspberry french toast .,1
the staff are super friendly .,1
terrible place to eat and not very clean at all .,0
it was a beautiful sight .,1
"above all , awesome retro decor .",1
you can find pretty good body work without too much trouble .,1
it is rare for me to feel so confident in a stylist .,1
"the beer is good , the atmosphere is great , the people are friendly .",1
she was as useless as a tsa agent .,0
the food was amazing .,1
it 's a cute diner with a lot of local charm .,1
both were delicious without being sweet .,1
no thanks .,0
service is sketchy here at best .,0
great place for a good sandwich that is unique to pittsburgh .,1
half my dish was potato .,0
thought they were the best in pgh for the price .,1
sent the mussels back .,0
"great pho , my favorite so far in pittsburgh .",1
the chicken was n't very well seasoned and the sauce was overpowered by lemon .,0
the service was exceptional .,1
salmon salad was not good at all .,0
"the sandwich itself was , well , mediocre at best .",0
the quality was horrible .,0
ugh .,0
highly recommended !,1
a pittsburgh landmark .,1
"beautiful place , great wi-fi .",1
cant wait until aaa calls me to renew my membership .,0
there were also plenty of empty tables .,0
good coffee and perfect tea pot .,1
he sent over another bouquet - which was beautiful - my aunt was pleased .,1
best ice cream in pgh !,1
lisa is the new gm and she is a nice addition to the restaurant .,1
"fresh and hot , cold the next day - both amazing .",1
the jackie o cake is outstanding .,1
the customer service displayed was some of the worst i have ever seen .,0
"and sure enough , cue tuesday -- no call .",0
i was n't really a fan .,0
great for a lunch gyro or salad .,1
glenn and the others that work at the shop are well worth the trip .,1
nice space !,1
the meat was perfect and it was a very large portion .,1
too slow service .,0
"first , the atmosphere is great because you 're surrounded by pittsburgh sports memorabilia .",1
i went there for brakes and got a great deal .,1
the menu is so inventive !,1
did n't eat here ... this review not about the food .,0
regardless of the occasion the food and the service are impeccable .,1
absolutely delicious !,1
great service !,1
"i really enjoy pittsburgh , and the location of this hotel is great .",1
he made our experience so much better .,1
i became very angry .,0
"the prime rib , ordered rare , was medium , dry and extremely salty .",0
this place is great .,1
"i did n't get sick from it , so that 's a bonus .",0
"organic , vegan , vegetarian , juice bar , and much more .",1
but i 'd recommend it .,1
"they have such a great selection of cheeses , pasta noodles , and sauces .",1
win .,1
the patio is perfect on a warm day .,1
"first , their clothing is arranged by color , not by size .",0
i also did n't love the service we received .,0
i will not be back again to eat .,0
the best .,1
it would have been nice to know whom .,0
both good for the price - it 's inexpensive .,1
but i would honestly trust going to anyone here !,1
not saying it is best food ever .,1
all i got was a chopped up piece of crap that was useless .,0
my husbands pork was a small portion .,0
dim lighting that makes me want to sleep .,0
i gave it twice and no one bothered to contact me .,0
you do n't have to have people in the kitchen who act like that .,0
"basically , this was the worst roll i could imagine .",0
atmosphere good .,1
just thought you should know .,0
you are better off going to another nearby dry cleaner .,0
great neighborhood joint for ribs .,1
andy is great !,1
i was not impressed with my sandwich there .,0
the only good thing about the experience was the warm donuts .,0
the dinosaur exhibit was so interesting and educational .,1
"it was good , solid food .",1
"service here is spotty at best , but the food keeps bringing me back !",1
we ordered oysters for an appetizer and broiled seafood dinner .,1
a winner !,1
i was so pleased with the meal at this restaurant .,1
the oreo pie is amazing !,1
"so , i am fed up with bad service from this state farm office .",0
all in all i will definitely be back !,1
i think it is ridiculous that they say they need more clients !,0
the sushi is alright but the experience is the best !,1
bagels are very good .,1
the hot sauce is actually quite spicy but delicious !,1
"it 's a formal styling suite for groups and private parties , really unique !",1
zero stars for price .,0
not to be recommended unless you 're desperate .,0
"i was mortified , my boyfriend was mortified , the waitress looked mortified .",0
big league cities need big league transportation .,0
"oh primanti 's , you always disappoint !",0
we enjoyed our meal and had very good service .,1
we wo n't be ordering from here again .,0
the food is absolutely astounding as well !,1
"super smooth , well crafted , flavorful and rich .",1
i highly recommend patronizing this business .,1
disgusting food .,0
salad was average at best .,0
to put it lightly ; the staff suck !,0
the bacon is thick and delicious .,1
the worst bar and the worst service in the area .,0
i fucking loved every minute of it .,1
the sandwich was just gross .,0
heaven knows that a positive tone is essential going into the holidays with family !,1
this is where i learned what good espresso tastes like .,1
i would not recommend this place to anyone .,0
employees were all working hard very nice and conversational .,1
extremely rude and condescending over the phone .,0
our server was excellent .,1
we hopped this was a one off and not typical .,0
very disappointed in this place .,0
the high prices and poor treatment do n't add up .,0
food was amazing .,1
"great atmosphere , often crowded , not too expensive , tasty beverages .",1
my biggest complaint is that our shower was n't clean .,0
it is somewhat hidden among lots of houses and residential buildings .,1
_num_ ) they did not return my $ _num_ security deposit .,0
great pancakes .,1
it does n't even have to be memorable ... just not offensive .,0
i ca n't for the life of me figure out why all the hype .,0
no dipping oil with herbs and spices .,0
now that is customer service !,1
"... seriously , how does one even mess that up ?",0
what an absolutely beautiful piece of history and architecture .,1
the sushi was not fresh .,0
"eventually , i found bland tomatoes and shredded iceberg lettuce hidden far below .",0
this is a little gem of a place .,1
"greasy comfort food , great beer and root beer .",1
service and food have always been top notch .,1
food was great .,1
not worth it at all .,0
ample free parking makes it easy to go there .,1
my favorite primanti 's is still the original .,1
pizza was good but really expensive .,0
"it really feels like a total lack of effort , honesty and professionalism .",0
will absolutely go back .,1
the restaurant in the back of this grocery store is a gem !,1
it 's that kind of stellar service that keeps us going back .,1
the homemade bread was very sorry ... .,0
thank you for a special evening !,1
the pepperoni rolls are great .,1
they booked me with a guy by the name of jason .,0
"the selection here is stellar , but the prices are ridiculously high .",0
veal chop is fantastic .,1
i 'm very disappointed .,0
i enjoyed every bite !,1
there 's nothing fast about this fast food .,0
but it was n't over .,0
"but i 'm a tourist here , and wanted to try it .",0
unbelievable .,0
"based on this one experience , i would come only for the pancakes .",0
"literally they 're amazing , super good .",1
all of the staff are always nice and knowledgable .,1
"somewhat crowded , but still so worth it .",1
it seemed like every single employee was around _num_ years old .,0
all the dogs and wings are delicious .,1
received bad service today .,0
highly recommend !,1
everything tasted like nothing .,0
maybe i just had a bad day .,0
i would not suggest bringing a baby here .,0
"but for $ _num_ , and that 's all you get ?",0
my total bill does n't reflect the price of the dishes i ordered .,0
staff extremely attentive and polite !,1
the service was outstanding .,1
i was very uncomfortable the whole time i was there .,0
really yum vegetarian pizza !,1
"wow , this place is awesome .",1
"on top of that , the staff was really nice .",1
"the burger was pretty good but , i 've had much better .",0
everyone is so friendly .,1
"i spent a lot , but i was ok with the occasional splurge .",0
"however , when we got there the buffet was well picked over .",0
potatoes or pasta are always included with marsala .,0
no longer going to try .,0
our pizza was cold and our drinks where empty .,0
"it 's flavorful , fresh , and filling .",1
service was great !,1
we 'll be back next time we make a trip to the 'burgh !,1
it would take less than _num_ day of their time .,0
i imagine less than _num_ % of expensive restaurants today are cash only .,0
they have a drive thru and it is always quick and easy .,1
i went to casbah for my birthday and it was so delicious !,1
"overall , the meal was incredible !",1
we always enjoy ourselves here .,1
"the ambiance can be described as funky and eclectic , and actually quite lovely .",1
waitress walked away two times while opening our bottle of wine .,0
the soft serve here is very tasty .,1
"wow , did we ever chow down .",1
then i tasted it and knew it went bad and they cooked it anyway .,0
very happy .,1
not very good chinese food here .,0
it was still fresh the day after .,1
this is the best pizza in pittsburgh .,1
"wish they delivered , but it is worth the trip to pick up .",1
"servers are chatting , not paying attention to tables .",0
waited for about _num_ minutes at the entrance .,0
i went out with three others on a friday night to grab some dinner .,0
it 's a pretty large store with lots of goodies .,1
the beer selection is amazing .,1
thank you !,1
"dead malls are sad , for some reason .",0
worst brazilian wax i have ever gotten .,0
always packed here and always a wait but worth it .,1
love this place !,1
a delicious menu with a twist .,1
it was very good .,1
when we had the pork chop - generous portion but a bit fatty .,1
definitely recommend this place .,1
"after a noticeable drop in quality , i started ordering elsewhere .",0
the food ( very vegan friendly ! ),1
the best of the best !,1
a magician with eyebrows .,1
i guarantee you will enjoy yourself .,1
no parking = no visit from me .,0
this was probably the the best part of the meal .,1
my dish was delicious and the in-house made bread was fresh and savory .,1
sooo good .,1
delicious !,1
costco was closed so i went to giant eagle .,0
"she came back _num_ minutes later , with the beers and took our order .",0
really great service and food to boot .,1
the staff is very friendly and helpful .,1
please do not give them business .,0
worst chinese food i 've ever had .,0
it 's not that delish .,0
disgusting .,0
"eventually , i had to get my project manager to resolve this issue .",0
i 'd like to see a big comics convention come here for instance .,1
it was exactly what i had asked for and soooo delicious .,1
"historic feel , friendly staff and good eats !",1
there is a bitter taste in my mouth about lotus grocery .,0
"unfortunately , this is the only game in town .",0
world .,0
they were packed and could n't keep enough food out .,0
it looked sloppy and tasted worse than it looked .,0
not worth the trip .,0
i would give this restaurant _num_ stars if i could .,0
"best coffee in pittsburgh , without a doubt .",1
"luckily , tim at walter 's automotive is a great substitute .",1
wow !,1
i will be going back !,1
my night was ruined thanks to this pizza hut .,0
the clam chowder was just ok .,0
i love tim .,1
the stylist did n't come back after a couple minutes .,0
they have free popcorn which is amazing .,1
"my issue was the price , $ _num_ .",0
everyone else in my group was disappointed in some way with our visit .,0
the lighting and decor are very calming and inviting .,1
what i received was a whole milk latte .,0
"in fact , i could n't finish it .",0
this is a great sandwich place !,1
"everything is made to order , with fair portions , and great prices .",1
plus the environment is fun and kinda retro .,1
he then was really rude and never gave us napkins or forks .,0
"it seems to be a good , old fashioned , family run business .",1
"i could n't taste salt , pepper , garlic , anything .",0
so i wind up washing my hands after getting my salad stuff .,0
breakfast has always been good with large portions .,1
service : everyone is super friendly .,1
just a good straight forward mom and pop pizza pie .,1
but you can eat as if you own one !,1
awful awful .,0
peoples is my favorite delivery place !,1
"a year later , the ceiling in my bedroom began to leak .",0
so frustrated .,0
reasonably priced and excellent same day delivery .,1
benihana is by far our favorite steak and seafood place in the area .,1
"if you love mozzarella cheese , this is the place for you .",1
this place is great for satisfying that late night chinese food craving !,1
sad to say the other reviews i read of this place are accurate .,0
the staff is also very friendly and helpful .,1
i ca n't even guess how unsanitary it might be .,0
i was here once and probably wo n't be back .,0
the building we stayed in was not full .,0
highly recommend this place !,1
great food and tasty cocktails !,1
good pizza at a great price .,1
"slow service , horrible , horrible food .",0
"with all of the other options in the area , take your money elsewhere !",0
"the second haircut was great , but styled horribly .",0
"from hostess crew to the bar to the waitress , it was bad .",0
i would n't go back .,0
it was pretty good .,1
horrible horrible service .,0
i took my dog here today and everyone was very nice .,1
cute check out girls .,1
barbers are friendly and experienced .,1
"_num_ minutes later , nothing .",0
always professional and enjoyable .,1
but my hubby did n't know any better .,0
my roasted duck breast with spinach and gnocchi was not hot .,0
the key lime pie martini and the steak burrito are a great pairing !,1
good prices and a pittsburgh classic .,1
a great little place .,1
definitely recommend them !,1
we ordered the `` pitt burger '' and boy was it disappointing .,0
his knowledge and attention to detail were outstanding !,1
great beer selection and fun bartenders .,1
this is by far the worst chinese food i have ever had .,0
they did not offer me a chance to pay for it .,0
"being a pastry chef myself , i had to try it .",0
i was a bridesmaid very recently and the bride got her dress here .,0
even the water tasted weird .,0
bad sauce with flavorless cheese .,0
and it 's amazing !,1
tony the bartender is outstanding !,1
not worth wasting your time .,0
i love that there are so many vegetarian options !,1
not anything like the pieces on the floor .,0
definitely up there .,1
very good choice .,1
it is always a wonderful experience !,1
i love this subway !,1
the bread is _num_ % of the meal .,0
this place is a disaster .,0
the food quality is good or not great .,1
there were five very small shrimp on the plate .,0
